loan_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,verification_status_Source Verified,verification_status_Verified,issue_d_Jan-2019,issue_d_Mar-2019,initial_list_status_w,next_pymnt_d_May-2019,application_type_Joint App,loan_status
11400,0.0819,358.24,65000,21.47,0,0,10,0,11111,17,10837.22,10837.22,711.29,711.29,562.78,148.51,0,0,0,358.24,0,1,0,0,37231,1,2,1,2,2,26120,78,1,2,2540,50,40900,1,2,0,4,3723,21632,11,0,0,55,98,11,2,0,11,22,0,2,4,5,7,5,8,12,4,10,0,0,0,2,94.1,0,0,0,74468,37231,24300,33568,0,0,1,0,0,0,0,1,1,0,low_risk
6000,0.0702,185.32,34553,23.97,0,0,12,0,5432,23,5698.68,5698.68,383.51,383.51,301.32,82.19,0,0,0,185.32,0,1,0,0,18699,0,2,0,1,22,13267,53,0,0,1982,30,36700,1,3,1,1,1558,25627,16.8,0,0,136,153,25,22,0,25,9,2,5,6,6,7,8,10,15,6,12,0,0,0,0,91.3,0,0,0,61746,18699,30800,25046,0,0,1,0,0,0,0,1,1,0,low_risk
15000,0.0881,475.68,79347,29.93,0,0,16,0,14307,31,14266.21,14266.21,933.01,933.01,733.79,199.22,0,0,0,475.68,0,1,0,0,76658,1,6,3,4,5,62351,51,1,1,2988,46,35300,0,1,1,5,4791,1801,67.3,0,0,214,641,12,5,1,157,12,0,2,8,2,6,15,10,15,8,16,0,0,0,4,100,50,0,0,120881,76658,5500,85581,0,1,0,0,1,0,0,0,1,1,low_risk
6000,0.1131,197.32,50000,13.2,0,2,12,1,2537,21,5717.13,5717.13,390.87,390.87,282.87,108,0,0,0,197.32,0,1,0,0,7492,1,2,1,1,12,4955,28,5,8,413,23,15300,0,0,4,9,624,7187,5.4,0,0,136,219,6,6,1,6,1,0,1,5,4,6,6,10,14,5,12,0,0,0,6,100,0,1,0,33132,7492,7600,17832,0,1,0,0,0,0,0,1,1,0,low_risk
13000,0.1298,437.9,152400,19.97,0,0,14,1,13407,24,12452.6,12452.6,866.43,866.43,547.4,319.03,0,0,0,437.9,0,1,0,0,516608,2,5,2,4,6,62384,68,1,1,4130,68,21000,2,0,3,6,36901,2958,77.2,0,0,127,66,8,6,3,8,6,0,5,7,5,5,13,8,8,7,14,0,0,0,4,100,60,1,0,554881,75791,13000,91269,1,0,0,0,0,0,0,1,1,0,low_risk
24000,0.1894,621.79,165000,23.19,0,0,16,0,40675,23,23510.18,23510.18,1218.33,1218.33,489.82,728.51,0,0,0,621.79,0,1,0,894,149151,2,4,1,3,4,108476,62,3,4,8422,60,69200,3,1,5,7,9322,15742,71.9,0,0,96,69,4,4,0,4,8,1,8,9,8,10,7,12,15,9,16,0,0,0,4,95.7,50,0,0,203570,149151,56000,134370,1,0,0,1,0,0,0,1,1,0,low_risk
15425,0.0819,484.72,86500,18.4,0,1,18,0,6478,55,14663.52,14663.52,962.42,962.42,761.48,200.94,0,0,0,484.72,0,1,0,0,344385,2,3,3,4,5,40520,24,2,2,3651,9,106900,1,0,2,6,19133,70022,8.5,0,0,118,193,5,5,6,5,5,0,5,5,10,13,29,14,20,5,18,0,0,0,5,100,0,0,0,488721,46998,76500,62950,1,0,0,1,0,0,0,1,1,0,low_risk
2000,0.1131,65.78,58000,33.82,0,0,9,0,18906,16,1905.7,1905.7,130.3,130.3,94.3,36,0,0,0,65.78,0,1,0,0,50353,0,3,0,1,16,5559,40,0,0,5647,68,34100,1,0,1,1,5595,10508,51.1,0,0,141,256,31,16,0,31,9,0,3,4,4,5,8,5,7,4,9,0,0,0,0,100,0,0,0,73988,50353,21500,14000,0,1,0,0,0,0,0,0,1,0,low_risk
7000,0.2089,263.34,70000,14.09,0,0,4,0,10055,8,6714.57,6714.57,518.56,518.56,285.43,233.13,0,0,0,263.34,0,1,0,0,47437,0,2,0,1,18,37382,72,0,0,5853,82,10500,1,0,1,1,11859,445,95.8,0,0,160,166,49,18,0,49,8,1,2,2,2,3,5,2,3,2,4,0,0,0,0,62.5,100,0,0,62742,47437,10500,52242,0,0,1,0,0,0,0,1,1,0,low_risk
15000,0.1797,380.66,35000,29.56,0,0,9,0,10302,11,14685.59,14685.59,746.34,746.34,314.41,431.93,0,0,0,380.66,0,1,0,0,188373,1,2,1,1,3,22898,73,0,1,4687,57,26800,0,0,0,3,20930,11149,43.7,0,0,69,56,14,3,1,14,20,0,3,5,3,4,3,6,7,5,9,0,0,0,1,100,0,0,0,217428,33200,19800,31538,1,0,0,0,1,0,0,0,1,1,low_risk
40000,0.0819,814.7,49800,11.95,0,0,10,0,174,21,38912.9,38912.9,1611.2,1611.2,1087.1,524.1,0,0,0,814.7,0,1,0,0,408042,0,1,2,2,8,22597,89,0,2,0,30,51900,2,0,4,5,40804,43700,0,0,0,150,226,15,8,3,21,8,0,0,1,4,4,10,7,8,1,10,0,0,0,2,85.7,0,0,0,531793,22771,43700,25289,0,1,0,0,1,0,0,1,1,1,low_risk
1050,0.1992,38.98,56000,31.31,0,1,10,0,22732,20,1006.54,1006.54,76.8,76.8,43.46,33.34,0,0,0,38.98,0,1,0,0,408419,1,4,2,5,4,55110,101,0,0,7806,89,33100,4,3,3,5,40842,8841,48.9,0,0,80,240,38,4,4,111,4,3,3,5,3,7,7,5,9,5,10,0,0,0,2,80,66.7,0,0,470153,77842,17300,54403,1,0,0,0,0,0,0,0,1,0,low_risk
1000,0.0881,31.72,30000,12.24,1,0,10,0,14726,14,951.06,951.06,62.95,62.95,48.94,14.01,0,0,0,31.72,1,1,0,156,44359,0,2,2,2,7,2016,67,0,1,602,47,32600,1,1,1,3,4436,6755,9.9,1,0,9,194,14,7,1,31,7,1,2,4,3,4,2,7,10,4,9,0,0,1,2,85.7,0,0,0,107100,16742,7500,3000,0,0,1,0,0,0,0,0,1,0,low_risk
5400,0.1131,177.59,14400,20.08,0,0,10,0,4854,10,5145.42,4883.38,346.82,329.16,254.58,92.24,0,0,0,172.62,0,1,0,0,8985,0,5,0,0,38,4131,74,1,2,1632,56,10500,0,0,0,2,899,416,82.7,0,0,76,59,9,9,0,9,15,0,2,4,2,2,6,4,4,4,10,0,0,0,1,100,50,0,0,16080,8985,2400,5580,0,0,1,1,0,0,0,0,1,0,low_risk
20000,0.2089,539.84,54825,18.24,0,0,9,0,9828,15,19613.32,19613.32,1056.47,1056.47,386.68,669.79,0,0,0,539.84,0,1,0,0,191529,0,2,1,3,11,20862,78,2,4,5125,57,27100,4,0,5,8,21281,17272,36.3,0,0,39,60,10,10,1,10,1,0,5,5,6,10,4,6,10,5,9,0,0,0,3,100,16.7,0,0,217717,30690,27100,26817,1,0,0,1,0,0,0,1,1,0,low_risk
8500,0.0819,267.11,87300,15.95,0,0,10,0,4241,31,8080.38,8080.38,530.35,530.35,419.62,110.73,0,0,0,267.11,0,1,0,0,29319,3,2,1,2,12,25078,51,3,3,1862,39,25900,1,0,1,5,3258,17888,18.3,0,0,180,229,2,2,3,2,12,3,5,6,6,16,9,8,19,6,10,0,0,0,4,75.9,0,0,0,75354,29319,21900,49454,0,0,1,0,0,0,0,1,1,0,low_risk
10000,0.1356,339.65,25500,33.27,0,0,4,1,2786,4,9544.14,9544.14,671.77,671.77,455.86,215.91,0,0,0,339.65,0,1,0,61,20066,0,2,0,1,19,17280,47,0,0,2786,48,4800,0,1,0,1,5017,1214,69.7,0,0,51,55,44,19,0,55,19,0,1,1,1,1,2,2,2,1,4,0,0,0,0,100,0,1,0,41451,20066,4000,36651,0,1,0,0,1,0,0,1,1,1,low_risk
28000,0.1447,963.38,4542077,0.47,0,0,19,0,31575,28,26740.96,26740.96,1904.25,1904.25,1259.04,645.21,0,0,0,963.38,0,1,0,0,39645,2,1,0,0,25,8070,34,3,4,7014,59,43400,0,0,1,4,2332,2522,88.3,0,0,57,168,2,2,0,12,12,0,9,16,11,14,2,18,26,16,19,0,0,0,3,100,88.9,0,0,67491,39645,21500,24091,0,0,1,1,0,0,0,1,1,0,low_risk
15000,0.0819,305.52,38615,15.36,0,1,3,0,10678,6,14592.74,14592.74,604.22,604.22,407.26,196.96,0,0,0,305.52,0,1,0,0,20257,0,1,0,0,31,9579,59,0,0,9280,67,13900,0,0,1,0,6752,1620,85.1,0,0,65,148,42,31,0,42,2,0,1,2,1,2,2,2,4,2,3,0,0,0,0,100,100,0,0,30237,20257,10900,16337,0,0,1,0,1,0,0,1,1,0,low_risk
40000,0.1614,975.71,83200,27.45,0,0,17,1,30144,43,39118.69,39118.69,1915.55,1915.55,881.31,1034.24,0,0,0,975.71,0,1,0,0,110116,0,3,1,1,9,79972,46,4,5,4794,41,77900,0,3,1,6,6477,25791,30.1,0,0,98,131,7,7,1,7,8,0,7,13,8,8,26,14,15,13,17,0,0,0,5,100,12.5,1,0,172382,110116,36900,94482,0,0,1,1,0,0,0,1,1,0,low_risk
25000,0.1894,647.69,82000,15.95,1,0,15,0,3381,31,24489.79,24489.79,1269.07,1269.07,510.21,758.86,0,0,0,647.69,0,1,0,0,352500,0,12,0,0,25,163615,134,0,0,1955,133,3600,0,1,0,0,23500,219,93.9,0,0,209,237,233,25,2,233,17,0,2,2,2,2,27,2,2,2,15,0,0,0,0,96.6,100,0,0,316790,166996,3600,121990,0,1,0,0,0,0,0,1,1,0,low_risk
1000,0.1992,37.13,28000,33.6,0,1,8,0,5343,19,833.41,833.41,198.15,198.15,166.59,31.56,0,0,0,112.13,0,1,0,761,151054,0,2,0,2,19,26976,74,0,1,3716,69,10900,1,0,2,3,18882,1984,65.2,0,0,123,148,14,14,3,32,4,1,1,4,2,3,10,5,6,4,8,0,0,0,0,88.2,50,0,0,215858,32319,5700,36288,1,0,0,0,0,0,0,0,1,1,low_risk
25000,0.2631,1011.4,70000,37.26,0,1,9,0,13375,25,24063.29,24063.29,1986.26,1986.26,936.71,1049.55,0,0,0,1011.4,0,1,0,0,207448,1,3,2,3,2,72892,96,1,2,11375,57,53000,1,2,2,5,23050,5625,66.9,0,0,171,157,10,2,2,48,2,0,1,2,2,5,14,5,9,2,9,0,0,0,3,100,50,0,0,278609,86267,17000,86309,1,0,0,0,1,0,0,1,1,0,low_risk
30000,0.1131,986.58,100000,29.23,0,1,19,0,65857,29,28585.7,28585.7,2039.14,2039.14,1414.3,624.84,0,0,0,986.58,0,1,0,0,77206,1,2,0,3,17,11349,49,4,9,13536,48,139000,1,1,5,12,4063,51672,51.3,0,0,145,230,5,5,0,5,0,0,9,12,11,12,7,17,22,12,19,0,0,0,4,100,27.3,0,0,162394,77206,106100,23394,1,0,0,1,0,0,0,1,1,1,low_risk
12600,0.1447,296.26,144000,32.21,0,0,38,0,95732,58,12309.61,12309.61,582.39,582.39,290.39,292,0,0,0,296.26,0,1,0,0,119381,0,4,1,4,10,23649,62,0,2,10728,56,174800,2,0,1,6,3142,50155,65,0,0,140,491,16,10,0,20,10,0,22,25,24,33,9,34,48,25,38,0,0,0,1,100,50,0,0,212892,119381,143500,38092,0,1,0,0,0,0,0,1,1,0,low_risk
8000,0.0819,251.4,57600,15,0,1,10,0,2486,17,7605.06,7605.06,510.08,510.08,394.94,115.14,0,0,0,251.4,0,1,0,0,179241,0,4,0,0,31,28375,74,0,0,1203,68,7100,0,1,2,0,17924,2614,48.7,0,0,136,130,30,30,2,30,5,3,4,4,4,6,7,5,8,4,10,0,0,0,0,70.6,25,0,0,204680,30861,5100,38187,1,0,0,0,0,0,0,1,1,0,low_risk
16000,0.1356,543.43,80000,23.76,0,1,13,0,3622,18,15270.64,15270.64,1074.81,1074.81,729.36,345.45,0,0,0,543.43,0,1,0,1465,211875,5,4,3,4,5,71015,84,6,8,16,78,10900,4,5,9,13,16298,3884,0.4,0,0,139,176,2,2,2,2,3,0,1,4,5,5,7,8,9,4,13,0,0,0,10,94.1,0,0,0,233656,74637,3900,84756,1,0,0,0,0,0,0,1,1,1,low_risk
20000,0.1298,454.86,107500,14.7,0,0,12,0,53555,35,19520.36,19520.36,981.84,981.84,479.64,502.2,0,0,0,454.86,0,1,0,0,405234,2,4,1,6,3,55742,92,2,2,2402,69,78100,0,12,4,8,33770,10598,18.5,0,0,164,156,3,3,5,91,6,0,1,5,2,3,21,7,9,5,12,0,0,0,3,97.1,50,0,0,452753,109297,13000,60926,1,0,0,1,0,0,0,1,1,0,low_risk
21000,0.0881,665.94,117000,18.31,0,1,11,0,20041,16,19972.71,19972.71,1321.6,1321.6,1027.29,294.31,0,0,0,665.94,0,1,0,0,201008,1,2,0,2,13,19597,58,3,5,9055,45,53800,1,0,1,8,18273,27956,40.5,0,0,82,69,5,5,4,15,5,0,3,6,4,4,3,8,8,6,11,0,0,0,3,93.3,0,0,0,267744,39638,47000,34000,1,0,0,0,0,0,0,0,1,0,low_risk
4800,0.118,158.98,30000,16.28,1,2,12,0,2056,27,4575.34,4575.34,314.81,314.81,224.66,90.15,0,0,0,158.98,0,1,0,0,5437,1,2,1,1,12,3381,52,2,8,465,9,53800,2,4,11,9,453,11689,13.4,0,0,145,195,4,4,1,4,4,1,5,7,5,6,11,10,15,7,12,0,0,0,3,96,0,0,0,60365,5437,13500,6565,1,0,0,1,0,0,0,1,1,0,low_risk
3025,0.1691,107.72,60000,10.98,0,1,4,0,4805,20,2699.81,2699.81,384.12,384.12,325.19,58.93,0,0,0,286.96,0,1,0,0,31504,0,2,1,2,7,26699,64,1,5,344,66,5700,7,0,4,7,7876,356,49.1,0,0,55,55,9,7,0,55,1,0,1,2,1,6,5,2,15,2,4,0,0,0,2,100,0,0,0,47659,31504,700,41959,0,0,1,1,0,0,0,1,0,0,low_risk
3600,0.0819,113.13,60000,15.58,0,2,18,0,7842,31,3422.28,3422.28,224.62,224.62,177.72,46.9,0,0,0,113.13,0,1,0,0,253693,6,2,0,2,20,12290,76,4,10,1477,56,19900,1,2,9,14,14094,3474,48.9,0,0,143,215,6,6,2,14,1,1,5,11,6,9,8,15,21,11,18,0,0,0,6,80.6,16.7,0,0,270694,20132,6800,16123,1,0,0,1,0,0,0,0,1,0,low_risk
12000,0.2235,333.82,68000,23.24,2,0,7,0,9400,30,11777.31,11777.31,652.74,652.74,222.69,430.05,0,0,0,333.82,0,1,0,96,40146,1,2,2,3,5,30746,67,1,1,7365,71,11300,2,5,4,4,5735,735,90.9,0,0,158,428,7,5,1,46,5,1,1,3,2,7,13,4,16,3,7,0,0,0,3,70,50,0,0,56894,40146,8100,45594,0,0,1,1,0,0,0,1,1,0,low_risk
14000,0.0646,428.84,71000,6.05,1,0,14,0,15740,34,13291.15,13291.15,847.64,847.64,708.85,138.79,0,0,0,428.84,1,1,0,78,19441,0,2,0,0,115,3701,60,3,5,9178,24,75500,0,0,2,5,1495,45860,25.6,0,0,161,158,10,10,0,12,10,0,6,6,8,13,9,11,24,6,14,0,0,0,3,96.8,12.5,0,0,81625,19441,61600,6125,0,0,1,0,0,0,0,0,1,0,low_risk
5600,0.1614,197.27,55000,51.56,0,0,7,0,5169,11,5478.05,5478.05,229.91,229.91,121.95,107.96,0,0,0,234.93,0,1,0,0,202008,2,4,2,3,5,196839,88,0,0,3280,84,7500,1,2,3,3,28858,2220,59.6,0,0,45,124,28,5,0,28,6,2,1,2,2,5,4,3,7,2,7,0,0,0,2,81.8,50,0,0,219456,202008,5500,211956,1,0,0,0,1,0,0,1,0,1,low_risk
35000,0.2235,973.64,31000,69.45,0,0,7,0,2650,28,34350.48,34350.48,1903.82,1903.82,649.52,1254.3,0,0,0,973.64,0,1,0,0,97182,2,4,1,4,7,94532,85,2,3,851,81,5600,1,8,1,7,13883,249,77.4,0,0,133,365,2,2,2,32,1,3,1,2,1,7,13,3,12,2,7,0,0,0,3,85.7,100,0,0,115676,97182,1100,110076,0,0,1,0,1,0,0,1,1,1,low_risk
6000,0.2089,225.72,52000,9.39,0,1,7,0,7087,13,5446.46,5446.46,757.72,757.72,553.54,204.18,0,0,0,225.72,0,1,0,0,18371,2,1,1,2,5,11284,93,3,6,4758,64,16600,0,1,1,8,2624,6313,52.9,0,0,95,24,4,4,0,4,4,0,3,3,4,4,7,6,6,3,7,0,0,0,4,92.3,25,0,0,28682,18371,13400,12082,0,1,0,0,0,0,0,1,1,0,low_risk
12800,0.0756,398.52,65000,18.17,0,2,20,0,12806,46,12162.24,12162.24,791.66,791.66,637.76,153.9,0,0,0,398.52,0,1,0,0,278098,1,3,2,2,5,15140,51,0,0,4455,29,74700,1,9,5,2,13905,19824,25.8,0,0,163,227,26,5,2,26,1,0,6,10,7,13,18,15,25,10,20,0,0,0,2,87,0,0,0,370008,31188,26700,29581,0,0,1,1,0,0,0,1,1,0,low_risk
1600,0.1614,56.37,32000,22.24,5,1,4,0,386,13,1529.83,1529.83,111.31,111.31,70.17,41.14,0,0,0,56.37,0,1,0,0,6936,0,2,0,0,39,6550,60,0,0,386,45,4400,0,0,1,0,1734,414,48.3,0,0,146,146,41,39,0,115,3,0,1,1,1,5,4,2,9,1,4,0,0,1,0,61.5,0,0,0,15292,6936,800,10892,0,0,1,0,0,0,0,0,1,0,low_risk
18000,0.118,398.59,90000,23.28,0,0,19,0,84462,29,17554.64,17554.64,785.38,785.38,445.36,340.02,0,0,0,398.59,0,1,0,0,294917,0,3,1,3,9,44969,77,2,3,14339,61,123100,1,2,4,6,15522,22831,60.6,0,0,197,140,8,8,3,8,9,0,4,6,9,10,8,15,18,6,19,0,0,0,3,100,33.3,0,0,356800,129431,58000,58700,1,0,0,1,0,0,0,1,1,1,low_risk
16000,0.1502,554.81,48000,23.05,0,0,10,0,12797,20,15286.48,15286.48,1096.27,1096.27,713.52,382.75,0,0,0,554.81,0,1,0,0,19238,0,2,1,1,9,6441,42,0,0,6065,59,17100,0,0,1,1,1924,1068,91.8,0,0,95,104,29,9,0,42,9,0,4,6,4,8,6,8,14,6,10,0,0,0,1,85,100,0,0,32467,19238,13000,15367,0,0,1,0,0,0,0,1,1,0,low_risk
35000,0.1992,925.73,81543.12,20.96,0,2,13,0,6973,14,34304.82,34304.82,1812.73,1812.73,695.18,1117.55,0,0,0,925.73,0,1,0,0,415970,0,6,4,5,7,63721,76,1,3,4175,71,15400,2,1,9,8,31998,6748,49.3,0,0,42,184,7,7,1,7,0,0,5,6,5,5,6,6,7,6,13,0,0,0,5,100,0,0,0,462934,70694,13300,83917,1,0,0,0,1,0,0,1,1,1,low_risk
20000,0.1131,657.72,64033,18.87,1,2,13,0,13872,23,19057.14,19057.14,1302.87,1302.87,942.86,360.01,0,0,0,657.72,0,1,0,0,264660,0,3,0,3,17,18358,81,1,1,5322,57,34200,1,1,2,4,20358,19063,40.9,0,0,110,134,7,7,2,7,2,1,8,9,8,12,7,9,14,9,13,0,0,0,1,94.7,0,0,0,300032,32230,32900,22650,1,0,0,0,0,0,0,1,1,0,low_risk
14000,0.1356,322.58,170000,36.71,0,1,14,0,63065,25,13669.38,13669.38,634.61,634.61,330.62,303.99,0,0,0,322.58,0,1,0,0,129822,0,3,1,1,10,40968,50,0,1,16247,65,100300,2,2,3,2,9273,36367,62.6,0,0,157,503,15,10,0,15,2,1,8,9,9,9,11,10,12,9,14,0,0,0,1,100,55.6,0,0,192417,129822,97300,60511,0,1,0,0,0,0,0,1,1,0,low_risk
8000,0.1691,284.87,36000,18.87,0,1,9,0,15576,22,7653.3,7653.3,562.22,562.22,346.7,215.52,0,0,0,284.87,0,1,0,0,23131,1,1,0,1,20,7555,76,4,5,7238,50,36400,1,0,3,6,2570,10441,59.5,0,0,155,304,1,1,0,9,1,0,3,4,4,8,7,8,15,4,9,0,0,0,4,100,25,0,0,46400,23131,25800,10000,0,0,1,0,0,0,0,1,1,0,low_risk
14000,0.0756,435.88,56000,20.27,0,0,7,1,14217,11,13302.45,13302.45,865.88,865.88,697.55,168.33,0,0,0,435.88,0,1,0,0,27975,0,2,0,1,19,13758,45,0,0,11494,48,28400,2,0,2,1,3996,10597,56.4,0,0,73,99,27,19,0,27,7,0,3,4,4,4,5,5,6,4,7,0,0,0,0,100,25,1,0,58888,27975,24300,30488,1,0,0,1,0,0,0,1,1,0,low_risk
22000,0.1502,762.86,100800,26.96,0,0,11,0,21601,18,20865.64,20865.64,1712.06,1712.06,1134.36,577.7,0,0,0,762.86,0,1,0,0,69893,1,3,1,3,10,48292,83,1,1,7274,77,32500,1,3,1,4,6354,9522,57.3,0,0,130,221,2,2,0,2,11,1,3,6,4,5,7,8,11,6,11,0,0,0,2,83.3,50,0,0,91060,69893,22300,58560,1,0,0,0,1,0,0,1,1,0,low_risk
17000,0.0881,351.33,31000,28.65,0,0,8,0,16792,10,16545.29,16545.29,694.34,694.34,454.71,239.63,0,0,0,351.33,0,1,0,0,17135,0,1,0,0,47,343,7,0,1,9357,35,43500,0,1,0,1,2142,9873,52.3,0,0,47,143,22,22,0,22,18,0,3,5,3,3,1,7,9,5,8,0,0,0,0,100,33.3,0,0,48783,17135,20700,5283,0,0,1,1,0,0,0,1,1,0,low_risk
12000,0.2089,451.43,25000,36.49,1,1,7,0,23105,21,11510.71,11510.71,895.9,895.9,489.29,406.61,0,0,0,451.43,0,1,0,0,308576,1,2,0,0,30,93336,66,1,1,19038,83,25300,1,0,2,1,44082,1626,93.4,0,0,174,282,6,6,5,28,5,0,3,4,3,3,10,4,6,4,7,0,0,1,1,90,66.7,0,0,316542,116441,24500,75547,1,0,0,0,1,0,0,1,1,1,low_risk
10000,0.118,331.19,200000,15.13,3,0,9,0,3718,17,9532.68,9532.68,655.82,655.82,467.32,188.5,0,0,0,331.19,0,1,0,0,83262,1,3,0,1,24,79544,61,1,1,3307,40,39100,1,0,5,2,9251,35382,9.5,0,0,105,285,0,0,0,0,4,0,2,2,6,6,10,6,7,2,9,0,0,0,1,83.3,0,0,0,175324,83262,39100,136224,0,0,1,1,0,0,0,1,1,0,low_risk
10000,0.1691,248.05,45000,10.96,0,0,4,0,3197,8,9784.22,9784.22,425.65,425.65,215.78,209.87,0,0,0,248.05,0,1,0,0,5531,0,1,0,0,28,2334,29,1,2,1246,33,9000,0,0,0,2,1383,54,95.8,0,0,84,78,10,10,0,78,13,0,1,2,1,2,2,3,6,2,4,0,0,0,1,100,100,0,0,17000,5531,1300,8000,0,0,1,1,0,0,0,1,0,0,low_risk
8000,0.1502,277.41,114000,20.15,1,0,8,0,21329,24,7643.23,7643.23,548.14,548.14,356.77,191.37,0,0,0,277.41,0,1,0,0,268908,4,3,6,9,2,36918,78,1,1,1718,83,22700,3,1,1,10,38415,82,95.4,0,0,146,350,0,0,2,60,10,0,1,3,1,2,15,4,7,3,8,0,0,0,7,75,100,0,0,326308,58247,1800,47608,1,0,0,0,0,0,0,1,1,0,low_risk
32000,0.1447,752.41,65000,17.89,1,0,8,0,17247,35,31633.45,31633.45,919.63,919.63,366.55,553.08,0,0,0,945.35,0,1,0,0,176510,0,2,0,1,24,159263,45,1,1,7218,58,25800,1,5,0,2,22064,8480,63.6,0,0,188,215,11,11,1,11,24,1,5,6,5,9,19,6,15,6,8,0,0,1,1,97.1,60,0,0,143701,176510,23300,117901,0,0,1,1,0,0,0,1,0,0,low_risk
11575,0.1356,266.7,63200,15.32,0,1,8,0,10893,18,11301.66,11301.66,550.84,550.84,273.34,277.5,0,0,0,266.7,0,1,0,0,23349,2,1,1,1,6,12456,81,2,3,4349,52,29200,0,0,3,4,3336,18307,37.3,0,0,137,85,3,3,0,3,3,0,5,5,7,9,5,7,13,5,8,0,0,0,3,70.6,0,0,0,44665,23349,29200,15465,0,0,1,1,0,0,0,1,1,0,low_risk
24000,0.0819,488.82,54995,34.02,0,1,17,0,40778,25,23347.74,23347.74,966.72,966.72,652.26,314.46,0,0,0,488.82,0,1,0,0,58058,1,1,1,1,10,17280,79,1,2,6653,39,125200,0,0,2,3,3415,78864,32.2,0,0,64,374,1,1,0,1,1,0,10,11,13,16,4,16,21,11,17,0,0,0,2,100,23.1,0,0,147200,58058,116300,22000,0,1,0,0,1,0,0,1,1,0,low_risk
13800,0.0881,437.62,250000,4.83,0,0,14,0,16223,19,13124.92,13124.92,868.49,868.49,675.08,193.41,0,0,0,437.62,0,1,0,906,25899,0,1,0,0,35,9676,54,2,3,3507,31,65400,1,0,5,3,2158,33725,21.8,0,0,111,83,12,12,0,27,1,0,5,8,8,10,3,13,16,8,14,0,0,0,2,100,0,0,0,83498,25899,43100,18098,0,0,1,0,0,0,0,1,1,0,low_risk
10000,0.1894,259.08,45000,16.21,0,0,9,1,7790,24,9795.91,9795.91,507.64,507.64,204.09,303.55,0,0,0,259.08,0,1,0,0,19384,0,2,1,3,10,11594,64,1,4,3798,61,13700,3,1,2,7,2154,4719,55.1,0,0,147,199,9,9,1,9,7,0,2,6,2,5,9,6,14,6,9,0,0,0,2,100,0,1,0,31903,19384,10500,18203,1,0,0,0,0,0,0,1,1,0,low_risk
4800,0.1502,166.45,17500,17.76,0,0,3,1,2874,6,4580.05,4580.05,328.89,328.89,219.95,108.94,0,0,0,166.45,0,1,0,0,7294,0,1,1,1,7,4420,88,0,0,2874,43,12000,1,2,2,1,2431,9126,24,0,0,158,219,25,7,0,25,7,0,1,1,2,2,3,2,3,1,3,0,0,0,1,100,0,1,0,17000,7294,12000,5000,0,0,1,0,0,0,0,1,1,0,low_risk
4200,0.1072,136.95,96000,5.9,0,1,16,0,1927,28,4000.25,4000.25,271.4,271.4,199.75,71.65,0,0,0,136.95,1,1,0,13870,3570,1,1,1,2,10,1643,66,3,5,476,9,38400,0,2,2,7,223,9198,8,0,0,114,356,3,3,0,19,3,5,2,7,3,4,8,15,19,7,16,0,0,0,4,78.6,0,0,0,40900,3570,10000,2500,0,0,1,0,0,0,0,1,1,0,low_risk
7000,0.0756,217.94,200000,6.33,0,2,20,0,21684,42,6550.13,6550.13,532.94,532.94,449.87,83.07,0,0,0,217.94,0,1,0,0,46043,2,10,1,1,11,24359,66,5,6,9728,60,39200,1,1,2,7,2423,3730,75.1,0,0,135,162,1,1,0,10,1,6,2,8,3,11,15,10,26,8,20,0,0,0,6,81,66.7,0,0,76367,46043,15000,37167,1,0,0,0,0,0,0,0,1,0,low_risk
7000,0.0646,214.42,73000,15.67,0,2,12,1,11646,21,6645.58,6645.58,426.33,426.33,354.42,71.91,0,0,0,214.42,0,1,0,0,203450,1,3,1,1,8,19406,58,1,5,10305,52,26700,2,2,6,7,16954,8632,55.7,0,0,165,134,1,1,1,13,1,0,2,5,3,8,5,8,15,5,12,0,0,0,2,100,33.3,1,0,237915,31052,19500,33494,1,0,0,1,0,0,0,1,1,0,low_risk
