loan_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,verification_status_Source Verified,verification_status_Verified,issue_d_Jan-2019,issue_d_Mar-2019,initial_list_status_w,next_pymnt_d_May-2019,application_type_Joint App,loan_status
8000,0.1691,284.87,57000,10.19,1,0,6,0,7944,9,7653.3,7653.3,554.71,554.71,346.7,208.01,0,0,0,284.87,0,1,0,0,18514,0,1,0,1,15,10570,74,0,0,5511,73,11100,1,0,0,1,3086,3156,71.6,0,0,85,174,61,15,0,61,15,0,3,3,5,6,3,5,6,3,6,0,0,1,0,88.9,40,0,0,25469,18514,11100,14369,1,0,0,0,0,1,0,1,0,0,low_risk
10000,0.1894,259.08,19500,36.31,0,0,8,0,3459,24,9691.44,9691.44,766.72,766.72,308.56,458.16,0,0,0,259.08,0,1,0,0,18289,0,2,2,2,10,14830,84,1,2,2390,51,18300,1,1,1,4,2286,8137,29.2,0,0,136,287,9,9,3,9,11,1,4,5,4,10,6,6,15,5,8,0,0,0,3,95.8,25,0,0,35930,18289,11500,17630,0,1,0,0,0,1,0,1,1,0,low_risk
13000,0.1614,317.11,75000,18.7,1,0,10,0,13469,10,12567.45,12567.45,939.67,939.67,432.55,507.12,0,0,0,317.11,0,1,0,0,351536,0,2,0,0,27,32037,65,0,2,3969,68,18300,0,1,0,3,35154,4831,73.6,0,0,32,75,13,13,1,13,23,0,6,6,7,7,2,7,7,6,10,0,0,0,0,90,42.9,0,0,379453,45506,18300,49153,1,0,0,1,0,1,0,1,1,0,low_risk
8400,0.1131,276.25,82000,31.16,0,0,14,0,15457,42,7803.17,7803.17,823.47,823.47,596.83,226.64,0,0,0,276.25,0,1,0,0,102036,0,3,1,2,8,86579,78,4,7,3427,40,67700,1,0,1,9,7288,48111,22.9,1,0,136,253,7,7,1,7,8,6,6,7,9,16,11,11,30,7,14,0,0,0,5,83.3,11.1,0,0,195053,102036,62400,127353,1,0,0,0,0,1,0,1,1,0,low_risk
7000,0.1502,242.73,101857,9.32,0,0,10,0,3619,11,6528.81,6528.81,722.35,722.35,471.19,251.16,0,0,0,242.73,0,1,0,0,109551,0,3,0,1,14,105932,73,1,2,2744,28,53100,1,0,4,3,13694,46256,5.6,0,0,54,58,9,9,0,9,4,0,1,2,6,6,4,7,7,2,10,0,0,0,1,100,25,0,0,150671,109551,49000,97571,0,0,1,1,0,1,0,1,1,0,low_risk
32000,0.1356,737.31,130000,17.84,0,0,14,0,39338,20,30860.09,30860.09,2187.82,2187.82,1139.91,1047.91,0,0,0,737.31,0,1,0,0,664315,0,3,0,1,15,30502,55,0,1,15425,64,55000,4,0,0,4,51101,10351,78.6,0,0,145,365,21,13,3,21,13,0,5,6,7,7,5,9,12,6,14,0,0,0,0,95,83.3,0,0,744089,69840,48400,55042,1,0,0,0,1,1,0,1,1,0,low_risk
8000,0.0881,253.7,200000,10.6,1,1,12,0,38775,32,7608.64,7608.64,521.1,521.1,391.36,129.74,0,0,0,253.7,0,1,0,0,290523,1,3,0,1,22,8114,33,1,1,15775,50,70100,0,1,2,2,24210,28331,56.5,0,0,253,168,4,4,3,4,5,0,5,6,6,13,6,8,22,6,12,0,0,0,1,96.9,50,0,0,354367,46889,65100,24378,1,0,0,0,0,1,0,1,0,0,low_risk
18000,0.1072,388.86,180000,11.18,0,0,8,0,23661,11,17309.69,17309.69,1155.86,1155.86,690.31,465.55,0,0,0,388.86,0,1,0,0,271932,2,2,1,2,11,36587,78,2,2,10122,56,60600,2,0,3,6,33992,29289,43.8,0,0,135,253,4,3,1,4,4,0,3,4,3,3,4,4,5,4,8,0,0,0,5,100,0,0,0,320547,62196,52100,46732,1,0,0,0,0,1,0,1,1,0,low_risk
35000,0.1033,1134.79,80000,21.42,0,1,9,0,38966,18,32477.92,32477.92,3384.28,3384.28,2522.08,862.2,0,0,0,1134.79,0,1,0,0,59491,0,1,1,1,8,20525,80,0,0,12555,50,94000,1,0,3,1,6610,38923,49.8,0,0,154,223,30,8,0,30,2,0,6,7,6,9,2,8,16,7,9,0,0,0,1,100,0,0,0,119517,59491,77500,25517,1,0,0,0,0,1,0,1,1,0,low_risk
40000,0.1502,952.02,114400,21.97,0,1,8,1,8321,14,39091.64,39091.64,1904.04,1904.04,908.36,995.68,0,0,0,952.02,0,1,0,0,224593,0,2,1,2,9,91849,85,1,1,2418,76,14900,0,2,2,3,28074,5529,56.8,0,0,71,45,10,9,2,26,2,0,4,5,4,5,5,5,7,5,8,0,0,0,2,100,25,1,0,254902,100170,12800,102611,1,0,0,0,1,1,0,1,0,0,low_risk
8500,0.0881,269.55,63000,21.12,0,1,15,0,22203,36,7873.99,7873.99,804.49,804.49,626.01,178.48,0,0,0,269.55,0,1,0,0,119202,2,2,0,1,18,9740,55,3,4,8764,56,39900,0,3,2,5,7947,15374,55.7,0,0,138,135,1,1,2,4,1,1,5,7,8,13,13,12,21,7,15,0,0,0,3,94.4,37.5,0,0,164539,31943,34700,17639,1,0,0,0,0,1,0,1,1,0,low_risk
9600,0.0702,296.51,55000,22.95,0,0,12,1,7979,13,8874.72,8874.72,885.79,885.79,725.28,160.51,0,0,0,296.51,0,1,0,0,22045,1,3,1,1,12,14066,40,2,4,3221,31,35600,1,1,3,5,1837,22425,25.3,0,0,52,172,3,3,0,3,8,0,3,5,5,5,3,9,10,5,12,0,0,0,3,100,0,1,0,71227,22045,30000,35627,0,0,1,0,0,1,0,1,1,0,low_risk
20000,0.1033,648.45,114000,13.4,2,2,7,0,12220,18,18558.81,18558.81,1933.87,1933.87,1441.19,492.68,0,0,0,648.45,0,1,0,0,17999,0,3,0,0,26,5779,19,0,0,5905,39,15600,0,5,2,0,2571,595,90.8,0,0,137,286,26,26,0,26,5,1,1,4,1,5,6,4,12,4,7,0,0,0,0,38.9,100,0,0,46421,17999,6500,30821,0,0,1,1,0,1,0,1,1,0,low_risk
6250,0.1356,212.28,50000,25.01,0,0,25,0,15265,27,5820.21,5820.21,632.13,632.13,429.79,202.34,0,0,0,212.28,0,1,0,0,21515,0,1,0,1,14,6250,78,0,4,3053,52,33100,1,0,2,5,861,5903,64.9,0,0,14,78,14,14,0,14,5,0,10,20,11,12,1,24,26,20,25,0,0,0,0,100,36.4,0,0,41100,21515,16800,8000,0,0,0,1,0,1,0,1,1,0,low_risk
15000,0.1033,486.34,94000,17.4,0,1,7,0,19995,31,13919.1,13919.1,1450.41,1450.41,1080.9,369.51,0,0,0,486.34,0,1,0,0,119314,1,1,1,2,5,24255,95,0,1,10125,83,28000,1,0,1,3,17045,3581,78.6,0,0,179,142,13,5,1,54,5,0,2,4,2,4,15,5,15,4,7,0,0,0,1,96.8,50,0,0,133333,44250,16700,25413,1,0,0,1,0,1,0,1,1,0,low_risk
15600,0.1131,513.02,72000,15.48,0,1,13,0,10949,21,13978.5,13978.5,2029.26,2029.26,1621.5,407.76,0,0,0,513.02,0,1,0,0,245703,4,2,1,2,3,20749,86,4,7,4635,70,20800,2,1,5,10,18900,4356,71.2,0,0,89,89,5,3,1,6,3,3,7,8,7,7,4,10,15,8,13,0,0,0,6,85.7,28.6,0,0,260094,31698,15100,24261,1,0,0,0,1,1,0,1,1,0,low_risk
6000,0.1072,195.64,53000,9.92,0,2,14,0,3768,24,5714.65,5714.65,387.71,387.71,285.35,102.36,0,0,0,195.64,0,1,0,0,9698,2,1,1,1,8,5930,85,2,3,1461,22,36900,1,0,3,4,693,21138,13.4,0,0,122,338,0,0,0,0,0,0,5,8,6,9,4,13,20,8,14,0,0,0,3,95.8,0,0,0,43900,9698,24400,7000,0,0,1,0,0,1,0,1,0,0,low_risk
30000,0.1131,986.58,230000,10.64,0,1,15,0,38859,29,27868.54,27868.54,2799.52,2799.52,2131.46,668.06,0,0,0,986.58,0,1,0,0,326988,1,2,1,2,8,37180,79,2,4,11417,50,106700,4,0,4,6,21799,57048,38.1,0,0,66,121,3,3,1,3,1,0,5,7,8,13,5,12,23,7,15,0,0,0,3,100,0,0,0,419645,76039,92100,46945,1,0,0,1,0,1,0,1,1,0,low_risk
40000,0.118,885.75,133000,25.55,0,0,22,0,64121,37,38508.18,38508.18,2631.03,2631.03,1491.82,1139.21,0,0,0,885.75,0,1,0,0,151942,1,5,1,3,7,86627,104,2,2,25053,96,64700,2,0,0,5,7235,185,99.7,0,0,117,180,4,4,0,92,18,0,10,14,11,11,13,16,23,14,22,0,0,0,3,100,90,0,0,161036,151942,54400,89736,0,0,1,0,0,1,0,1,1,0,low_risk
20000,0.1131,437.95,100000,5.26,0,0,5,1,14598,13,19244.57,19244.57,1301.28,1301.28,755.43,545.85,0,0,0,437.95,0,1,0,0,22752,0,1,0,1,21,8154,112,0,0,7461,87,18800,0,3,9,1,4550,3202,82,0,0,174,146,62,21,1,62,2,0,2,2,3,3,7,4,5,2,5,0,0,0,0,100,66.7,1,0,26081,22752,17800,7281,0,1,0,0,0,1,0,1,1,0,low_risk
6000,0.0646,183.79,31000,11.34,0,0,6,0,5041,8,5543.08,5543.08,539.53,539.53,456.92,82.61,0,0,0,183.79,0,1,0,0,10915,1,1,2,2,2,5874,98,2,4,2520,43,19700,1,1,2,6,1819,3551,47,0,0,55,45,8,2,0,11,8,0,2,3,2,2,3,5,5,3,6,0,0,0,4,100,0,0,0,25700,10915,6700,6000,0,1,0,1,0,1,0,1,1,0,low_risk
7000,0.1447,240.85,160000,29.94,0,0,18,0,29619,40,6524.99,6524.99,716.92,716.92,475.01,241.91,0,0,0,240.85,0,1,0,0,434388,2,5,4,7,7,122944,69,3,5,4028,58,62700,3,6,7,13,24133,15045,46.3,0,0,167,324,3,3,3,4,7,0,6,9,6,13,13,12,24,9,18,0,0,0,8,100,33.3,0,0,499971,152563,28000,153271,1,0,0,1,0,1,0,1,1,0,low_risk
38000,0.118,841.46,36000,45,0,1,5,0,30402,19,37059.81,37059.81,1770.11,1770.11,940.19,829.92,0,0,0,841.46,0,1,0,0,44320,0,1,0,0,35,13918,46,0,0,25419,63,40300,0,0,1,0,8864,0,101.3,0,0,163,275,26,26,4,26,3,1,2,2,2,6,5,4,10,2,5,0,0,0,0,94.7,100,0,0,70364,44320,30000,30064,1,0,0,0,0,1,0,1,0,1,low_risk
9000,0.1356,305.68,30000,23.28,0,0,8,0,1669,13,8589.74,8589.74,594.41,594.41,410.26,184.15,0,0,0,305.68,0,1,0,0,46103,0,2,1,2,7,11110,88,3,3,617,75,4500,1,0,2,5,5763,1238,50.5,0,0,112,111,9,7,2,9,7,0,3,5,3,4,3,5,8,5,8,0,0,0,4,100,33.3,0,0,56554,12779,2500,12575,0,1,0,0,0,1,0,1,0,0,low_risk
11200,0.1356,258.06,46000,47.2,0,0,20,0,43017,26,10801.03,10801.03,765.74,765.74,398.97,366.77,0,0,0,258.06,0,1,0,0,63249,0,6,0,1,18,20232,87,1,2,6835,74,62400,1,0,0,3,3162,18527,69.8,0,0,148,263,7,7,0,7,18,0,12,13,12,12,8,14,18,13,20,0,0,0,1,100,58.3,0,0,85726,63249,61400,23326,1,0,0,1,0,1,0,1,1,1,low_risk
27000,0.118,597.88,90000,31.29,0,0,15,0,33862,34,25993.02,25993.02,1652.04,1652.04,1006.98,645.06,0,0,0,597.88,0,1,0,0,267868,1,3,0,2,18,37346,59,1,4,19555,46,91100,0,0,1,6,17858,55853,37.3,0,0,124,186,6,6,2,6,11,0,8,9,10,22,7,11,24,9,15,0,0,0,1,100,20,0,0,369822,71208,89100,63722,0,0,1,1,0,1,0,1,1,0,low_risk
19000,0.1691,676.56,40000,13.35,0,0,26,0,14253,28,17756.18,17756.18,2011.83,2011.83,1243.82,768.01,0,0,0,676.56,0,1,0,0,180864,1,16,0,3,19,166611,112,2,2,4120,93,29600,1,0,1,5,6956,8568,59.2,0,0,101,72,4,4,0,4,8,0,4,7,6,6,18,10,10,7,26,0,0,0,2,100,66.7,0,0,179198,180864,21000,149598,0,0,1,0,1,1,0,1,1,0,low_risk
4000,0.0646,122.53,53000,23.69,0,0,8,0,7072,20,3747.57,3747.57,297.21,297.21,252.43,44.78,0,0,0,122.53,0,1,0,5269,186704,0,2,0,2,13,29413,71,0,2,2507,54,26700,0,5,0,4,23338,10207,37,0,0,130,335,17,13,1,34,13,0,3,5,3,3,8,5,11,5,8,0,0,0,0,100,33.3,0,0,239681,36485,16200,41250,1,0,0,1,0,1,0,1,0,0,low_risk
10500,0.1502,364.09,50000,9.91,0,1,5,0,7200,16,10031.76,10031.76,719.42,719.42,468.24,251.18,0,0,0,364.09,0,1,0,0,26781,2,1,0,0,37,19581,102,2,2,3578,81,13800,0,0,1,2,5356,4645,57.8,0,0,112,64,5,5,0,41,5,0,2,4,2,4,9,4,7,4,5,0,0,0,2,100,50,0,0,32981,26781,11000,19181,0,0,1,1,0,1,0,1,0,0,low_risk
35950,0.1298,1210.96,86000,21.43,0,0,8,0,18264,23,33456.92,33456.92,3606.96,3606.96,2493.08,1113.88,0,0,0,1210.96,0,1,0,0,230884,0,3,0,1,14,80929,67,1,2,10708,66,28200,1,1,2,4,28861,6293,73.4,0,0,174,189,12,12,1,12,3,0,3,4,3,9,7,4,15,4,8,0,0,0,1,100,66.7,0,0,283079,99193,23700,119556,1,0,0,0,0,1,0,1,1,1,low_risk
20000,0.0646,612.62,37600,43.03,0,0,22,0,22669,32,18476.97,18476.97,1776.85,1776.85,1523.03,253.82,0,0,0,612.62,0,1,0,0,59111,1,8,0,2,14,36442,12,2,4,4229,21,100200,0,0,1,6,2687,59170,26,0,0,214,324,2,2,4,2,2,0,10,12,10,13,9,14,19,12,22,0,0,0,2,100,30,0,0,160590,59111,80000,60390,1,0,0,0,0,1,0,1,1,1,low_risk
23000,0.1072,496.88,72000,26.12,0,2,13,0,4571,19,22117.93,22117.93,1476.94,1476.94,882.07,594.87,0,0,0,496.88,0,1,0,0,203405,1,3,2,5,7,54433,76,1,4,2927,32,44900,2,0,3,9,15647,33210,10.7,0,0,43,44,6,6,1,6,2,0,3,5,7,8,6,9,12,5,13,0,0,0,3,100,0,0,0,263832,59004,37200,63032,1,0,0,0,1,1,0,1,1,0,low_risk
13000,0.0646,398.21,86000,18.84,0,1,13,0,24372,48,12010.01,12010.01,1189.96,1189.96,989.99,199.97,0,0,0,398.21,0,1,0,206,354027,2,2,0,4,17,34935,66,3,4,2813,55,47300,1,12,3,9,27233,12724,27.3,0,0,113,172,1,1,4,32,1,7,2,8,3,12,12,9,32,8,13,0,0,0,4,68.8,33.3,0,0,450393,59307,17500,49618,1,0,0,1,0,1,0,1,1,0,low_risk
7200,0.1072,234.77,43300,12.72,0,0,5,0,11403,11,4050.83,4050.83,3300.02,3300.02,3149.17,150.85,0,0,0,234.77,0,1,0,0,17368,0,1,1,1,12,5965,75,1,2,7360,66,18300,1,0,1,3,4342,4397,72.2,0,0,12,400,9,9,3,20,12,0,2,2,3,5,1,4,6,2,5,0,0,0,2,100,50,0,0,26300,17368,15800,8000,0,0,1,0,0,1,0,1,1,0,low_risk
13500,0.1072,291.65,40000,31.8,0,0,15,0,10208,30,12982.25,12982.25,866.91,866.91,517.75,349.16,0,0,0,291.65,0,1,0,0,50781,0,6,0,1,16,40573,77,0,0,5209,55,40000,1,0,0,1,3627,20646,32.1,0,0,144,144,42,16,0,105,16,0,4,5,5,7,17,9,13,5,15,0,0,0,0,100,20,0,0,92677,50781,30400,52677,0,0,1,0,0,1,0,1,1,0,low_risk
35000,0.1992,1299.3,120000,32.26,0,0,27,0,40149,29,32809.13,32809.13,3859.17,3859.17,2190.87,1668.3,0,0,0,1299.3,0,1,0,0,386655,0,18,0,2,18,346506,111,0,1,16537,101,54700,1,2,0,3,14321,5281,86.3,0,0,180,127,17,17,0,34,17,0,4,8,5,5,20,9,9,8,27,0,0,0,0,100,80,0,0,310910,386655,38500,256210,0,0,1,1,0,1,0,1,1,1,low_risk
24000,0.0819,754.18,65000,24.43,1,0,13,0,23134,25,22815.21,22815.21,1497.44,1497.44,1184.79,312.65,0,0,0,754.18,0,1,0,0,250513,3,2,2,2,2,25464,93,1,3,11744,62,51100,0,1,1,5,19270,22894,50.2,0,0,72,205,4,2,2,4,2,0,6,7,7,8,9,10,14,7,13,0,0,0,3,96,28.6,0,0,302589,48598,46000,27489,1,0,0,0,1,1,0,1,1,0,low_risk
10000,0.1072,326.07,150000,29.9,0,1,9,0,8031,15,9283.43,9283.43,972.25,972.25,716.57,255.68,0,0,0,326.07,0,1,0,80,194833,1,5,1,2,7,186802,6,2,2,5270,30,8700,0,2,1,4,21648,669,92.3,0,0,173,32,6,6,0,6,6,1,4,4,4,4,10,4,4,4,9,0,0,0,3,93.3,75,0,0,238139,194833,8700,229439,0,0,1,0,0,1,0,1,1,0,low_risk
4000,0.1356,135.86,51584,12.56,0,0,6,0,1727,11,3724.94,3724.94,404.57,404.57,275.06,129.51,0,0,0,135.86,0,1,0,1983,19039,0,2,1,1,8,17312,79,0,1,1165,53,14300,0,2,1,2,3173,12573,12.1,0,0,141,102,14,8,0,14,8,0,3,3,4,5,6,4,5,3,6,0,0,0,1,100,0,0,0,36250,19039,14300,21950,0,0,1,1,0,1,0,1,1,0,low_risk
20800,0.1298,700.64,120000,14.61,0,0,7,0,5113,11,19357.55,19357.55,2086.92,2086.92,1442.45,644.47,0,0,0,700.64,0,1,0,70,377856,1,2,0,1,17,50490,36,2,2,704,43,7400,1,0,1,4,53979,796,46.9,0,0,217,152,3,3,2,30,8,1,1,4,1,1,4,4,5,4,7,0,0,0,2,72.7,0,0,0,413950,55603,1500,77405,1,0,0,0,0,1,0,1,1,0,low_risk
4000,0.0819,125.7,50000,29.31,0,0,9,1,6031,15,3702.78,3702.78,375.28,375.28,297.22,78.06,0,0,0,125.7,1,1,0,2783,35140,0,2,0,0,25,29109,62,0,1,1848,45,30600,0,0,0,1,3904,21469,21.9,0,0,142,234,17,17,0,25,17,0,5,5,5,8,3,7,12,5,9,0,0,0,0,100,0,1,0,77714,35140,27500,47114,1,0,0,0,0,1,0,1,1,0,low_risk
24000,0.0702,741.27,109500,11.57,0,0,19,0,12346,46,22186.82,22186.82,2214.45,2214.45,1813.18,401.27,0,0,0,741.27,0,1,0,320,37298,1,2,0,1,16,24952,77,3,7,2449,35,73400,1,7,1,9,1963,33461,20.9,0,0,135,153,2,2,3,15,8,0,7,13,8,14,13,17,29,13,19,0,0,0,3,100,0,0,0,105937,37298,42300,32537,1,0,0,0,0,1,0,1,1,1,low_risk
20000,0.0881,634.23,78000,14.43,1,0,19,0,41441,29,18527.05,18527.05,1892.9,1892.9,1472.95,419.95,0,0,0,634.23,0,1,0,0,51358,0,9,0,0,64,9917,45,2,3,10900,54,72700,0,0,1,3,2703,19611,65.8,0,0,156,111,7,7,0,7,7,0,6,8,8,12,12,10,17,8,19,0,0,0,2,96.6,50,0,0,94574,51358,57400,21874,0,1,0,1,0,1,0,1,1,0,low_risk
5000,0.2534,199.7,90000,6.77,1,2,9,0,4926,12,4809.77,4809.77,431.08,431.08,190.23,240.85,0,0,0,199.7,0,1,0,0,25122,4,1,1,1,5,20196,98,7,7,67,74,12100,1,5,8,8,2791,998,9.3,0,0,45,45,3,3,0,6,3,1,2,6,3,4,3,7,8,6,9,0,0,1,8,100,0,0,0,33944,25122,1100,20694,1,0,0,1,0,1,0,1,0,0,low_risk
21000,0.0646,643.25,145000,32.1,0,0,17,0,126208,27,19400.82,19400.82,1922.21,1922.21,1599.18,323.03,0,0,0,643.25,0,1,0,0,553448,1,5,2,4,4,66303,68,0,0,19320,45,276000,3,0,3,4,32556,76926,29.1,0,0,149,414,30,4,2,51,5,0,5,7,7,8,12,10,13,7,17,0,0,0,2,100,0,0,0,896546,192511,108500,97046,1,0,0,0,0,1,0,1,1,0,low_risk
22000,0.1894,569.97,50000,9.94,0,1,7,0,2271,14,21551,21551,1220.97,1220.97,449,771.97,0,0,0,569.97,0,1,0,0,14433,3,1,3,3,4,12162,99,3,3,1000,67,9100,2,0,2,6,2062,4389,21.6,0,0,10,103,5,4,3,12,1,4,2,3,4,5,3,6,7,3,7,0,0,0,6,69.2,0,0,0,21400,14433,5600,12300,0,1,0,0,1,1,0,1,0,0,low_risk
35000,0.2534,1034.29,250000,10.1,0,0,7,1,14847,10,34095.55,34095.55,3053.6,3053.6,904.45,2149.15,0,0,0,1034.29,0,1,0,0,44128,0,3,1,2,7,29281,52,0,0,6265,58,19600,2,0,2,2,6304,3601,72.3,0,0,89,98,51,7,0,79,6,0,3,4,3,3,5,4,5,4,7,0,0,0,1,100,0,1,0,76108,44128,13000,56508,0,0,1,1,0,1,0,1,1,0,low_risk
15000,0.2235,417.28,149000,27.88,0,0,22,0,48813,43,14578.53,14578.53,1233.22,1233.22,421.47,811.75,0,0,0,417.28,0,1,0,0,407363,1,5,1,1,3,84250,64,0,2,7564,82,50500,0,0,0,4,18517,355,99,0,0,268,268,18,3,4,18,13,0,11,15,11,12,21,16,18,15,22,0,0,0,1,100,100,0,0,460510,133063,37100,129587,1,0,0,1,0,1,0,1,1,0,low_risk
21500,0.1072,464.47,65000,13,0,0,8,0,10517,11,20675.47,20675.47,1380.61,1380.61,824.53,556.08,0,0,0,464.47,0,1,0,0,23328,0,1,0,1,19,12811,76,0,1,8612,42,39100,1,0,0,2,2916,28583,26.9,0,0,39,126,15,15,0,15,19,0,4,4,7,7,2,7,8,4,8,0,0,0,0,100,0,0,0,55900,23328,39100,16800,0,0,1,0,0,1,0,1,1,0,low_risk
7200,0.1894,263.71,90000,14,1,0,9,0,5333,19,6897.49,6897.49,568.06,568.06,302.51,265.55,0,0,0,311.93,0,1,0,0,112087,0,2,2,4,7,30187,65,0,2,1978,75,6300,1,0,0,6,12454,101,96.6,0,0,144,290,15,7,2,18,15,1,2,5,2,3,8,6,8,5,9,0,0,0,2,89.5,100,0,0,135106,35520,3000,41806,1,0,0,1,0,1,0,1,0,0,low_risk
10000,0.0646,306.31,49500,17.26,0,0,11,0,18655,12,9238.49,9238.49,915.34,915.34,761.51,153.83,0,0,0,306.31,0,1,0,0,85907,0,2,0,2,24,19442,78,0,2,6368,68,31100,0,0,0,4,8591,10619,60.5,0,0,28,107,15,15,1,15,21,1,5,7,5,5,3,8,8,7,11,0,0,0,0,91.7,20,0,0,132867,38097,26900,24954,1,0,0,0,0,1,0,1,1,0,low_risk
11200,0.0819,351.95,150000,12.61,0,0,9,1,9629,14,10367.82,10367.82,1050.75,1050.75,832.18,218.57,0,0,0,351.95,0,1,0,0,44635,0,3,1,2,11,35006,64,0,0,6857,52,31200,1,0,5,2,5579,20871,31.6,0,0,153,387,30,11,0,30,2,0,3,3,4,5,7,6,7,3,9,0,0,0,1,100,25,1,0,85800,44635,30500,54600,1,0,0,0,0,1,0,1,1,0,low_risk
10000,0.2631,301.25,60000,19.7,0,0,11,0,10948,14,9748.57,9748.57,889.13,889.13,251.43,637.7,0,0,0,301.25,0,1,0,0,88665,0,3,2,3,8,77717,87,0,3,7556,70,17900,2,0,1,8,8060,1492,87.7,0,0,131,62,18,8,0,18,8,0,4,5,4,4,4,8,8,5,11,0,0,0,2,100,75,0,0,70956,88665,12100,53056,0,0,1,0,0,1,0,1,1,1,low_risk
25000,0.118,553.59,68000,42.25,0,0,14,1,10769,29,24067.62,24067.62,1644.38,1644.38,932.38,712,0,0,0,553.59,0,1,0,0,515955,0,3,0,3,15,86181,85,0,0,7199,54,28600,2,4,0,4,36854,5601,56.2,0,0,98,94,31,15,4,31,15,0,1,3,5,6,13,10,12,3,14,0,0,0,0,96.6,20,1,0,579280,96950,12800,121985,1,0,0,1,0,1,0,1,1,1,low_risk
15000,0.0819,305.52,150000,19.34,0,0,10,0,13330,46,14386.4,14386.4,909.74,909.74,613.6,296.14,0,0,0,305.52,0,1,0,138,288237,1,4,3,5,6,105386,73,0,0,8609,55,44800,4,2,6,6,28824,25970,33.9,0,0,138,161,32,6,4,32,7,0,3,3,4,5,34,5,8,3,10,0,0,0,4,97.8,25,0,0,340530,118716,39300,125285,1,0,0,0,0,1,0,1,1,0,low_risk
12600,0.1797,319.76,55000,30.63,0,0,7,0,7627,20,12200.85,12200.85,902.94,902.94,399.15,503.79,0,0,0,319.76,0,1,0,0,40178,0,3,0,3,21,32551,63,0,4,1767,63,12600,3,0,0,7,5740,3502,45.3,0,0,31,95,16,16,0,16,18,0,2,4,2,6,5,4,15,4,7,0,0,0,0,95,50,0,0,64218,40178,6400,51618,0,0,1,1,0,1,0,1,1,0,low_risk
15000,0.1502,357.01,50000,31.64,0,0,8,1,5585,20,14485.84,14485.84,1058.51,1058.51,514.16,544.35,0,0,0,357.01,0,1,0,0,77048,0,3,3,4,7,50790,81,0,1,923,55,18300,3,5,5,5,9631,3025,37,0,0,88,105,24,7,2,24,7,0,2,3,2,3,13,4,5,3,8,0,0,0,3,95,0,1,0,102439,56375,4800,56359,1,0,0,0,0,1,0,0,1,0,low_risk
19950,0.1992,527.67,19400,52.6,0,0,10,0,10882,17,19350.66,19350.66,1472.62,1472.62,599.34,873.28,0,0,0,527.67,0,1,0,0,88199,0,4,0,1,22,30624,85,0,0,2662,74,19700,2,3,1,1,8820,6438,29.3,0,0,133,141,45,22,1,78,7,0,1,4,2,3,8,5,8,4,10,0,0,0,0,94.1,50,0,0,109994,41506,9100,36189,1,0,0,0,1,1,0,1,1,1,low_risk
11000,0.1298,250.18,47000,10.35,0,0,6,1,14149,12,10736.19,10736.19,480.53,480.53,263.81,216.72,0,0,0,250.18,0,1,0,0,26094,0,1,0,2,13,11945,85,0,0,2548,54,34100,1,4,0,2,4349,10572,21.7,0,0,63,83,40,13,0,40,13,0,3,5,3,5,3,5,9,5,6,0,0,0,0,100,0,1,0,48100,26094,13500,14000,0,1,0,0,0,1,0,1,0,0,low_risk
10000,0.1447,344.07,47000,16.29,0,0,5,0,8405,5,9321.42,9321.42,1024.17,1024.17,678.58,345.59,0,0,0,344.07,0,1,0,0,11449,0,1,0,0,66,3044,9,1,2,7798,26,10700,0,0,0,2,2862,295,96.6,0,0,66,59,11,11,0,11,13,0,2,2,2,2,1,4,4,2,5,0,0,0,1,80,100,0,0,44285,11449,8700,33585,0,0,1,0,0,1,0,1,1,0,low_risk
